"繁對簡",,,
"呕","5455","嘔","5614"
"沤","6CA4","漚","6F1A"
"盘","76D8","盤","76E4"
"庞","5E9E","龐","9F90"
"抛","629B","拋","62CB"
"赔","8D54","賠","8CE0"
"喷","55B7","噴","5674"
"鹏","9E4F","鵬","9D6C"
"骗","9A97","騙","9A19"
"飘","98D8","飄","98C4"
"频","9891","頻","983B"
"贫","8D2B","貧","8CA7"
"苹","82F9","蘋","860B"
"凭","51ED","憑","6191"
"评","8BC4","評","8A55"
"泼","6CFC","潑","6F51"
"颇","9887","頗","9817"
"扑","6251","撲","64B2"
"铺","94FA","鋪","92EA"
"仆","4EC6","僕","50D5"
"朴","6734","樸","6A38"
"谱","8C31","譜","8B5C"
"栖","6816","棲","68F2"
"凄","51C4","淒","6DD2"
"脐","8110","臍","81CD"
"齐","9F50","齊","9F4A"
"骑","9A91","騎","9A0E"
"岂","5C82","豈","8C48"
"启","542F","啟","555F"
"气","6C14","氣","6C23"
"弃","5F03","棄","68C4"
"讫","8BAB","訖","8A16"
"牵","7275","牽","727D"
"扦","6266","扡","6261"
"钎","948E","釺","91FA"
"铅","94C5","鉛","925B"
"迁","8FC1","遷","9077"
"签","7B7E","簽","7C3D"
"谦","8C26","謙","8B19"
"钱","94B1","錢","9322"
"钳","94B3","鉗","9257"
"潜","6F5C","潛","6F5B"
"浅","6D45","淺","6DFA"
"谴","8C34","譴","8B74"
"堑","5811","塹","5879"
"枪","67AA","槍","69CD"
"呛","545B","嗆","55C6"
"墙","5899","牆","7246"
"蔷","8537","薔","8594"
"强","5F3A","強","5F37"
"抢","62A2","搶","6436"
"锹","9539","鍬","936C"
"桥","6865","橋","6A4B"
"乔","4E54","喬","55AC"
"侨","4FA8","僑","50D1"
"翘","7FD8","翹","7FF9"
"窍","7A8D","竅","7AC5"
"窃","7A83","竊","7ACA"
"钦","94A6","欽","6B3D"
"亲","4EB2","親","89AA"
"寝","5BDD","寢","5BE2"
"轻","8F7B","輕","8F15"
"氢","6C22","氫","6C2B"
"倾","503E","傾","50BE"
"顷","9877","頃","9803"
"请","8BF7","請","8ACB"
"庆","5E86","慶","6176"
"琼","743C","瓊","74CA"
"穷","7A77","窮","7AAE"
"趋","8D8B","趨","8DA8"
"区","533A","區","5340"
"躯","8EAF","軀","8EC0"
"驱","9A71","驅","9A45"
"龋","9F8B","齲","9F72"
"颧","98A7","顴","9874"
"权","6743","權","6B0A"
"劝","529D","勸","52F8"
"却","5374","卻","537B"
"鹊","9E4A","鵲","9D72"
"确","786E","確","78BA"
"让","8BA9","讓","8B93"
"饶","9976","饒","9952"
"扰","6270","擾","64FE"
"绕","7ED5","繞","7E5E"
"热","70ED","熱","71B1"
"韧","97E7","韌","97CC"
"认","8BA4","認","8A8D"
"纫","7EAB","紉","7D09"
"荣","8363","榮","69AE"
"绒","7ED2","絨","7D68"
"软","8F6F","軟","8EDF"
"锐","9510","銳","92B3"
"闰","95F0","閏","958F"
"润","6DA6","潤","6F64"
"洒","6D12","灑","7051"
"萨","8428","薩","85A9"
"鳃","9CC3","鰓","9C13"
"赛","8D5B","賽","8CFD"
"叁","53C1","三","4E09"
"伞","4F1E","傘","5098"
"丧","4E27","喪","55AA"
"骚","9A9A","騷","9A37"
"扫","626B","掃","6383"
"涩","6DA9","澀","6F80"
"杀","6740","殺","6BBA"
"纱","7EB1","紗","7D17"
"筛","7B5B","篩","7BE9"
"晒","6652","曬","66EC"
"删","5220","刪","522A"
"闪","95EA","閃","9583"
"陕","9655","陝","965D"
"赡","8D61","贍","8D0D"
"缮","7F2E","繕","7E55"
"伤","4F24","傷","50B7"
"赏","8D4F","賞","8CDE"
"烧","70E7","燒","71D2"
"绍","7ECD","紹","7D39"
"赊","8D4A","賒","8CD2"
"摄","6444","攝","651D"
"慑","6151","懾","61FE"
"设","8BBE","設","8A2D"
"绅","7EC5","紳","7D33"
"审","5BA1","審","5BE9"
"婶","5A76","嬸","5B38"
"肾","80BE","腎","814E"
"渗","6E17","滲","6EF2"
"声","58F0","聲","8072"
"绳","7EF3","繩","7E69"
"胜","80DC","勝","52DD"
"圣","5723","聖","8056"
"师","5E08","師","5E2B"
"狮","72EE","獅","7345"
"湿","6E7F","濕","6FD5"
"诗","8BD7","詩","8A69"
"尸","5C38","屍","5C4D"
"时","65F6","時","6642"
"蚀","8680","蝕","8755"
"实","5B9E","實","5BE6"
"识","8BC6","識","8B58"
"驶","9A76","駛","99DB"
"势","52BF","勢","52E2"
"适","9002","適","9069"
"释","91CA","釋","91CB"
"饰","9970","飾","98FE"
"视","89C6","視","8996"
"试","8BD5","試","8A66"
"寿","5BFF","壽","58FD"
"兽","517D","獸","7378"
"枢","67A2","樞","6A1E"
"输","8F93","輸","8F38"
"书","4E66","書","66F8"
"赎","8D4E","贖","8D16"
"属","5C5E","屬","5C6C"
"术","672F","術","8853"
"树","6811","樹","6A39"
"竖","7AD6","豎","8C4E"
"数","6570","數","6578"
"帅","5E05","帥","5E25"
"双","53CC","雙","96D9"
"谁","8C01","誰","8AB0"
"税","7A0E","稅","7A05"
"顺","987A","順","9806"
"说","8BF4","說","8AAA"
"硕","7855","碩","78A9"
"烁","70C1","爍","720D"
"丝","4E1D","絲","7D72"
"饲","9972","飼","98FC"
"耸","8038","聳","8073"
"怂","6002","慫","616B"
"颂","9882","頌","980C"
"讼","8BBC","訟","8A1F"
"诵","8BF5","誦","8AA6"
"擞","64DE","擻","64FB"
"苏","82CF","蘇","8607"
"诉","8BC9","訴","8A34"
"肃","8083","肅","8085"
"虽","867D","雖","96D6"
"随","968F","隨","96A8"
"绥","7EE5","綏","7D8F"
"岁","5C81","歲","6B72"
"孙","5B59","孫","5B6B"
"损","635F","損","640D"
"笋","7B0B","筍","7B4D"
"缩","7F29","縮","7E2E"
"琐","7410","瑣","7463"
"锁","9501","鎖","9396"
"獭","736D","獺","737A"
"挞","631E","撻","64BB"
"态","6001","態","614B"
"摊","644A","攤","6524"
"贪","8D2A","貪","8CAA"
"瘫","762B","癱","7671"
"滩","6EE9","灘","7058"
"坛","575B","壇","58C7"
"谭","8C2D","譚","8B5A"
"谈","8C08","談","8AC7"
"叹","53F9","歎","6B4E"
"汤","6C64","湯","6E6F"
"烫","70EB","燙","71D9"
"涛","6D9B","濤","6FE4"
"绦","7EE6","絛","7D5B"
"讨","8BA8","討","8A0E"
"腾","817E","騰","9A30"
"誊","8A8A","謄","8B04"
"锑","9511","銻","92BB"
"题","9898","題","984C"
"体","4F53","體","9AD4"
"屉","5C49","屜","5C5C"
"条","6761","條","689D"
"贴","8D34","貼","8CBC"
"铁","94C1","鐵","9435"
"厅","5385","廳","5EF3"
"听","542C","聽","807D"
"烃","70C3","烴","70F4"
"铜","94DC","銅","9285"
"统","7EDF","統","7D71"
"头","5934","頭","982D"
"秃","79C3","禿","79BF"
"图","56FE","圖","5716"
"涂","6D82","塗","5857"
"团","56E2","團","5718"
"颓","9893","頹","9839"
"蜕","8715","蛻","86FB"
"脱","8131","脫","812B"
"鸵","9E35","鴕","9D15"
"驮","9A6E","馱","99B1"
"驼","9A7C","駝","99DD"
"椭","692D","橢","6A62"
"洼","6D3C","窪","7AAA"
"袜","889C","襪","896A"
"弯","5F2F","彎","5F4E"
"湾","6E7E","灣","7063"
"顽","987D","頑","9811"
"万","4E07","萬","842C"
"网","7F51","網","7DB2"
"韦","97E6","韋","97CB"
"违","8FDD","違","9055"
"围","56F4","圍","570D"
"为","4E3A","為","70BA"
"潍","6F4D","濰","6FF0"
"维","7EF4","維","7DAD"
"苇","82C7","葦","8466"
"伟","4F1F","偉","5049"
"伪","4F2A","偽","507D"
"纬","7EAC","緯","7DEF"
"谓","8C13","謂","8B02"
"卫","536B","衛","885B"
"温","6E29","溫","6EAB"
"闻","95FB","聞","805E"
"纹","7EB9","紋","7D0B"
"稳","7A33","穩","7A69"
"问","95EE","問","554F"
"瓮","74EE","甕","7515"
"挝","631D","撾","64BE"
"蜗","8717","蝸","8778"
"涡","6DA1","渦","6E26"
"窝","7A9D","窩","7AA9"
"卧","5367","臥","81E5"
"呜","545C","嗚","55DA"
"钨","94A8","鎢","93A2"
"乌","4E4C","烏","70CF"
"污","6C61","汙","6C59"
"诬","8BEC","誣","8AA3"
"无","65E0","無","7121"
"芜","829C","蕪","856A"
"吴","5434","吳","5433"
"坞","575E","塢","5862"
"雾","96FE","霧","9727"
"务","52A1","務","52D9"
"误","8BEF","誤","8AA4"
"锡","9521","錫","932B"
"牺","727A","犧","72A7"
"袭","88AD","襲","8972"
"习","4E60","習","7FD2"
"铣","94E3","銑","9291"
"戏","620F","戲","6232"
"细","7EC6","細","7D30"
"虾","867E","蝦","8766"
"辖","8F96","轄","8F44"
"峡","5CE1","峽","5CFD"
"侠","4FA0","俠","4FE0"
"狭","72ED","狹","72F9"
"厦","53A6","廈","5EC8"
"吓","5413","嚇","5687"
"锨","9528","鍁","9341"
"鲜","9C9C","鮮","9BAE"
"纤","7EA4","纖","7E96"
"咸","54B8","鹹","9E79"
"贤","8D24","賢","8CE2"
"衔","8854","銜","929C"
"闲","95F2","閑","9591"
"显","663E","顯","986F"
"险","9669","險","96AA"
"现","73B0","現","73FE"
"献","732E","獻","737B"
"县","53BF","縣","7E23"
"馅","9985","餡","9921"
"羡","7FA1","羨","7FA8"
"宪","5BAA","憲","61B2"
"线","7EBF","線","7DDA"
"厢","53A2","廂","5EC2"
"镶","9576","鑲","9472"
"乡","4E61","鄉","9109"
"详","8BE6","詳","8A73"
"响","54CD","響","97FF"
"项","9879","項","9805"
"萧","8427","蕭","856D"
"嚣","56A3","囂","56C2"
"销","9500","銷","92B7"
"晓","6653","曉","66C9"
"啸","5578","嘯","562F"
"蝎","874E","蠍","880D"
"协","534F","協","5354"
"挟","631F","挾","633E"
"携","643A","攜","651C"
"胁","80C1","脅","8105"
"谐","8C10","諧","8AE7"
"写","5199","寫","5BEB"
"泻","6CFB","瀉","7009"
"谢","8C22","謝","8B1D"
"锌","950C","鋅","92C5"
"衅","8845","釁","91C1"
"兴","5174","興","8208"
"汹","6C79","洶","6D36"
"锈","9508","鏽","93FD"
"绣","7EE3","繡","7E61"
"虚","865A","虛","865B"
"嘘","5618","噓","5653"
"须","987B","須","9808"
"许","8BB8","許","8A31"
"叙","53D9","敘","6558"
"绪","7EEA","緒","7DD2"
"续","7EED","續","7E8C"
"轩","8F69","軒","8ED2"
"悬","60AC","懸","61F8"
"选","9009","選","9078"
"癣","7663","癬","766C"
"绚","7EDA","絢","7D62"
"学","5B66","學","5B78"
"勋","52CB","勳","52F3"
"询","8BE2","詢","8A62"
"寻","5BFB","尋","5C0B"
"驯","9A6F","馴","99B4"
"训","8BAD","訓","8A13"
"讯","8BAF","訊","8A0A"
"逊","900A","遜","905C"
"压","538B","壓","58D3"
"鸦","9E26","鴉","9D09"
"鸭","9E2D","鴨","9D28"
"哑","54D1","啞","555E"
"亚","4E9A","亞","4E9E"
"讶","8BB6","訝","8A1D"
"阉","9609","閹","95B9"
"烟","70DF","煙","7159"
"盐","76D0","鹽","9E7D"
"严","4E25","嚴","56B4"
"颜","989C","顏","984F"
"阎","960E","閻","95BB"
"艳","8273","豔","8C54"
"厌","538C","厭","53AD"
"砚","781A","硯","786F"
"彦","5F66","彥","5F65"
"谚","8C1A","諺","8AFA"
"验","9A8C","驗","9A57"
"鸯","9E2F","鴦","9D26"
"杨","6768","楊","694A"
"扬","626C","揚","63DA"
"疡","75A1","瘍","760D"
"阳","9633","陽","967D"
"痒","75D2","癢","7662"
"养","517B","養","990A"
"样","6837","樣","6A23"
"瑶","7476","瑤","7464"
"摇","6447","搖","6416"
"尧","5C27","堯","582F"
"遥","9065","遙","9059"
"窑","7A91","窯","7AAF"
"谣","8C23","謠","8B20"
"药","836F","藥","85E5"
"爷","7237","爺","723A"
"页","9875","頁","9801"
"业","4E1A","業","696D"
"叶","53F6","葉","8449"
"医","533B","醫","91AB"
"铱","94F1","銥","92A5"
"颐","9890","頤","9824"
"遗","9057","遺","907A"
"仪","4EEA","儀","5100"
"蚁","8681","蟻","87FB"
"艺","827A","藝","85DD"
"亿","4EBF","億","5104"
"忆","5FC6","憶","61B6"
"义","4E49","義","7FA9"
"诣","8BE3","詣","8A63"
"议","8BAE","議","8B70"
"谊","8C0A","誼","8ABC"
"译","8BD1","譯","8B6F"
"异","5F02","異","7570"
"绎","7ECE","繹","7E79"
"荫","836B","蔭","852D"
"阴","9634","陰","9670"
"银","94F6","銀","9280"
"饮","996E","飲","98F2"
"隐","9690","隱","96B1"
"樱","6A31","櫻","6AFB"
"婴","5A74","嬰","5B30"
"鹰","9E70","鷹","9DF9"
"应","5E94","應","61C9"
"缨","7F28","纓","7E93"
"莹","83B9","瑩","7469"
"萤","8424","螢","87A2"
"营","8425","營","71DF"
"荧","8367","熒","7192"
"蝇","8747","蠅","8805"
"赢","8D62","贏","8D0F"
"颖","9896","穎","7A4E"
"哟","54DF","喲","55B2"
"拥","62E5","擁","64C1"
"佣","4F63","傭","50AD"
"痈","75C8","癰","7670"
"踊","8E0A","踴","8E34"
"咏","548F","詠","8A60"
"涌","6D8C","湧","6E67"
"优","4F18","優","512A"
"忧","5FE7","憂","6182"
"邮","90AE","郵","90F5"
"铀","94C0","鈾","923E"
"犹","72B9","猶","7336"
"诱","8BF1","誘","8A98"
"舆","8206","輿","8F3F"
"鱼","9C7C","魚","9B5A"
"渔","6E14","漁","6F01"
"娱","5A31","娛","5A1B"
"与","4E0E","與","8207"
"屿","5C7F","嶼","5DBC"
"语","8BED","語","8A9E"
"吁","5401","籲","7C72"
"御","5FA1","禦","79A6"
"狱","72F1","獄","7344"
"誉","8A89","譽","8B7D"
"预","9884","預","9810"
"驭","9A6D","馭","99AD"
"鸳","9E33","鴛","9D1B"
"渊","6E0A","淵","6DF5"
"辕","8F95","轅","8F45"
"园","56ED","園","5712"
"员","5458","員","54E1"
"圆","5706","圓","5713"
"缘","7F18","緣","7DE3"
"远","8FDC","遠","9060"
"愿","613F","願","9858"
"约","7EA6","約","7D04"
"跃","8DC3","躍","8E8D"
"钥","94A5","鑰","9470"
"岳","5CB3","嶽","5DBD"
"粤","7CA4","粵","7CB5"
"悦","60A6","悅","6085"
"阅","9605","閱","95B1"
"云","4E91","雲","96F2"
"郧","90E7","鄖","9116"
"匀","5300","勻","52FB"
"陨","9668","隕","9695"
"运","8FD0","運","904B"
"蕴","8574","蘊","860A"
"酝","915D","醞","919E"
"晕","6655","暈","6688"
"韵","97F5","韻","97FB"
"杂","6742","雜","96DC"
"灾","707E","災","707D"
"载","8F7D","載","8F09"
"攒","6512","攢","6522"
"暂","6682","暫","66AB"
"赞","8D5E","贊","8D0A"
"赃","8D43","贓","8D13"
"脏","810F","髒","9AD2"
"凿","51FF","鑿","947F"
"枣","67A3","棗","68D7"
"责","8D23","責","8CAC"
"择","62E9","擇","64C7"
"则","5219","則","5247"
"泽","6CFD","澤","6FA4"
"贼","8D3C","賊","8CCA"
"赠","8D60","贈","8D08"
"扎","624E","紮","7D2E"
"札","672D","劄","5284"
"轧","8F67","軋","8ECB"
"铡","94E1","鍘","9358"
"闸","95F8","閘","9598"
"栅","6805","柵","67F5"
"诈","8BC8","詐","8A50"
"斋","658B","齋","9F4B"
"债","503A","債","50B5"
"毡","6BE1","氈","6C08"
"盏","76CF","盞","76DE"
"斩","65A9","斬","65AC"
"辗","8F97","輾","8F3E"
"崭","5D2D","嶄","5D84"
"栈","6808","棧","68E7"
"战","6218","戰","6230"
"绽","7EFD","綻","7DBB"
"张","5F20","張","5F35"
"涨","6DA8","漲","6F32"
"帐","5E10","帳","5E33"
"账","8D26","賬","8CEC"
"胀","80C0","脹","8139"
"赵","8D75","趙","8D99"
"蛰","86F0","蟄","87C4"
"辙","8F99","轍","8F4D"
"锗","9517","鍺","937A"
"这","8FD9","這","9019"
"贞","8D1E","貞","8C9E"
"针","9488","針","91DD"
"侦","4FA6","偵","5075"
"诊","8BCA","診","8A3A"
"镇","9547","鎮","93AE"
"阵","9635","陣","9663"
"挣","6323","掙","6399"
"睁","7741","睜","775C"
"狰","72F0","猙","7319"
"争","4E89","爭","722D"
"帧","5E27","幀","5E40"
"郑","90D1","鄭","912D"
"证","8BC1","證","8B49"
"织","7EC7","織","7E54"
"职","804C","職","8077"
"执","6267","執","57F7"
"纸","7EB8","紙","7D19"
"挚","631A","摯","646F"
"掷","63B7","擲","64F2"
"帜","5E1C","幟","5E5F"
"质","8D28","質","8CEA"
"滞","6EDE","滯","6EEF"
"钟","949F","鐘","9418"
"终","7EC8","終","7D42"
"种","79CD","種","7A2E"
"肿","80BF","腫","816B"
"众","4F17","眾","773E"
"诌","8BCC","謅","8B05"
"轴","8F74","軸","8EF8"
"皱","76B1","皺","76BA"
"昼","663C","晝","665D"
"骤","9AA4","驟","9A5F"
"猪","732A","豬","8C6C"
"诸","8BF8","諸","8AF8"
"诛","8BDB","誅","8A85"
"烛","70DB","燭","71ED"
"瞩","77A9","矚","77DA"
"嘱","5631","囑","56D1"
"贮","8D2E","貯","8CAF"
"铸","94F8","鑄","9444"
"筑","7B51","築","7BC9"
"驻","9A7B","駐","99D0"
"专","4E13","專","5C08"
"砖","7816","磚","78DA"
"转","8F6C","轉","8F49"
"赚","8D5A","賺","8CFA"
"桩","6869","樁","6A01"
"庄","5E84","莊","838A"
"装","88C5","裝","88DD"
"妆","5986","妝","599D"
"壮","58EE","壯","58EF"
"状","72B6","狀","72C0"
"锥","9525","錐","9310"
"赘","8D58","贅","8D05"
"坠","5760","墜","589C"
"缀","7F00","綴","7DB4"
"谆","8C06","諄","8AC4"
"着","7740","著","8457"
"浊","6D4A","濁","6FC1"
"兹","5179","茲","8332"
"资","8D44","資","8CC7"
"渍","6E0D","漬","6F2C"
"踪","8E2A","蹤","8E64"
"综","7EFC","綜","7D9C"
"总","603B","總","7E3D"
"纵","7EB5","縱","7E31"
"邹","90B9","鄒","9112"
"诅","8BC5","詛","8A5B"
"组","7EC4","組","7D44"
"钻","94BB","鑽","947D"
"亘","4E98","亙","4E99"
"鼗","9F17","鞀","9780"
"芈","8288","羋","7F8B"
"啬","556C","嗇","55C7"
"厍","538D","厙","5399"
"厣","53A3","厴","53B4"
"厮","53AE","廝","5EDD"
"靥","9765","靨","9768"
"赝","8D5D","贗","8D17"
"匦","5326","匭","532D"
"匮","532E","匱","5331"
"赜","8D5C","賾","8CFE"
"刭","522D","剄","5244"
"刿","523F","劌","528C"
"剀","5240","剴","5274"
"伛","4F1B","傴","50B4"
"伥","4F25","倀","5000"
"伧","4F27","傖","5096"
"伫","4F2B","佇","4F47"
"侪","4FAA","儕","5115"
"侬","4FAC","儂","5102"
"俦","4FE6","儔","5114"
"俨","4FE8","儼","513C"
"俪","4FEA","儷","5137"
"俣","4FE3","俁","4FC1"
"偾","507E","僨","50E8"
"偬","506C","傯","50AF"
"偻","507B","僂","50C2"
"傥","50A5","儻","513B"
"傧","50A7","儐","5110"
"傩","50A9","儺","513A"
"佥","4F65","僉","50C9"
"籴","7C74","糴","7CF4"
"黉","9EC9","黌","9ECC"
"冁","5181","囅","56C5"
"凫","51EB","鳧","9CE7"
"兖","5156","兗","5157"
"衮","886E","袞","889E"
"亵","4EB5","褻","893B"
"脔","8114","臠","81E0"
"禀","7980","稟","7A1F"
"冢","51A2","塚","585A"
"讠","8BA0","訁","8A01"
"讦","8BA6","訐","8A10"
"讧","8BA7","訌","8A0C"
"讪","8BAA","訕","8A15"
"讴","8BB4","謳","8B33"
"讵","8BB5","詎","8A4E"
"讷","8BB7","訥","8A25"
"诂","8BC2","詁","8A41"
"诃","8BC3","訶","8A36"
"诋","8BCB","詆","8A46"
"诏","8BCF","詔","8A54"
"诎","8BCE","詘","8A58"
"诒","8BD2","詒","8A52"
"诓","8BD3","誆","8A86"
"诔","8BD4","誄","8A84"
"诖","8BD6","詿","8A7F"
"诘","8BD8","詰","8A70"
"诙","8BD9","詼","8A7C"
"诜","8BDC","詵","8A75"
"诟","8BDF","詬","8A6C"
"诠","8BE0","詮","8A6E"
"诤","8BE4","諍","8ACD"
"诨","8BE8","諢","8AE2"
"诩","8BE9","詡","8A61"
"诮","8BEE","誚","8A9A"
"诰","8BF0","誥","8AA5"
"诳","8BF3","誑","8A91"
"诶","8BF6","誒","8A92"
"诹","8BF9","諏","8ACF"
"诼","8BFC","諑","8AD1"
"诿","8BFF","諉","8AC9"
"谀","8C00","諛","8ADB"
"谂","8C02","諗","8AD7"
"谄","8C04","諂","8AC2"
"谇","8C07","誶","8AB6"
"谌","8C0C","諶","8AF6"
"谏","8C0F","諫","8AEB"
"谑","8C11","謔","8B14"
"谒","8C12","謁","8B01"
"谔","8C14","諤","8AE4"
"谕","8C15","諭","8AED"
"谖","8C16","諼","8AFC"
"谙","8C19","諳","8AF3"
"谛","8C1B","諦","8AE6"
"谘","8C18","諮","8AEE"
"谝","8C1D","諞","8ADE"
"谟","8C1F","謨","8B28"
"谠","8C20","讜","8B9C"
"谡","8C21","謖","8B16"
"谥","8C25","諡","8AE1"
"谧","8C27","謐","8B10"
"谪","8C2A","謫","8B2B"
"谫","8C2B","譾","8B7E"
"谮","8C2E","譖","8B56"
"谯","8C2F","譙","8B59"
"谲","8C32","譎","8B4E"
"谳","8C33","讞","8B9E"
"谵","8C35","譫","8B6B"
"谶","8C36","讖","8B96"
"卺","537A","巹","5DF9"
"陉","9649","陘","9658"
"陧","9667","隉","9689"
"邝","909D","鄺","913A"
"邬","90AC","鄔","9114"
"邺","90BA","鄴","9134"
"郏","90CF","郟","90DF"
"郐","90D0","鄶","9136"
"郄","90C4","郤","90E4"
"郓","90D3","鄆","9106"
"郦","90E6","酈","9148"
"刍","520D","芻","82BB"
"奂","5942","奐","5950"
"劢","52A2","勱","52F1"
"勐","52D0","猛","731B"
"凼","51FC","氹","6C39"
"巯","5DEF","巰","5DF0"
"垩","57A9","堊","580A"
"圹","5739","壙","58D9"
"坜","575C","壢","58E2"
"坂","5742","阪","962A"
"垅","5785","壟","58DF"
"垆","5786","壚","58DA"
"垭","57AD","埡","57E1"
"垲","57B2","塏","584F"
"垧","57A7","坰","5770"
"垴","57B4","堖","5816"
"埘","57D8","塒","5852"
"埚","57DA","堝","581D"
"埙","57D9","塤","5864"
"埯","57EF","垵","57B5"
"埝","57DD","墊","588A"
"塬","586C","原","539F"
"艹","8279","艸","8278"
